Date,AvgTemp,AvgTempUncertainty ,Country
01/11/1743,7.086,1.831,United Kingdom
01/04/1744,7.619,2.513,United Kingdom
01/05/1744,9.339,1.567,United Kingdom
01/06/1744,12.379000000000001,1.6780000000000002,United Kingdom
01/07/1744,13.499,1.695,United Kingdom
01/09/1744,11.17,1.7180000000000002,United Kingdom
01/10/1744,8.31,1.742,United Kingdom
01/11/1744,6.376,1.608,United Kingdom
01/12/1744,4.013999999999999,1.781,United Kingdom
01/01/1745,3.17,1.743,United Kingdom
01/02/1745,2.659,1.571,United Kingdom
01/03/1745,3.923,1.462,United Kingdom
01/04/1745,6.45,1.485,United Kingdom
01/01/1750,3.928,1.406,United Kingdom
01/02/1750,6.654,2.2119999999999997,United Kingdom
01/03/1750,7.611000000000001,2.6319999999999997,United Kingdom
01/04/1750,7.471,1.391,United Kingdom
01/05/1750,10.242,1.588,United Kingdom
01/06/1750,12.493,1.546,United Kingdom
01/07/1750,15.674000000000001,1.534,United Kingdom
01/08/1750,14.231,1.344,United Kingdom
01/09/1750,12.257,1.41,United Kingdom
01/10/1750,6.6129999999999995,1.462,United Kingdom
01/12/1750,3.412,1.704,United Kingdom
01/01/1751,4.016,1.723,United Kingdom
01/02/1751,1.6769999999999998,2.128,United Kingdom
01/03/1751,6.671,1.7990000000000002,United Kingdom
01/04/1751,6.59,1.43,United Kingdom
01/06/1751,12.805,1.636,United Kingdom
01/07/1751,14.119000000000002,1.399,United Kingdom
01/08/1751,14.014000000000001,1.331,United Kingdom
01/09/1751,10.763,1.2919999999999998,United Kingdom
01/01/1752,3.406,2.366,United Kingdom
01/03/1752,6.254,1.8430000000000002,United Kingdom
01/04/1752,6.519,1.815,United Kingdom
01/10/1752,8.548,1.6840000000000002,United Kingdom
01/11/1752,7.28,1.4240000000000002,United Kingdom
01/12/1752,5.524,1.511,United Kingdom
01/01/1753,1.9869999999999999,6.93,United Kingdom
01/02/1753,3.9160000000000004,3.002,United Kingdom
01/03/1753,7.0089999999999995,3.466,United Kingdom
01/04/1753,7.111000000000001,6.4479999999999995,United Kingdom
01/05/1753,10.227,2.042,United Kingdom
01/06/1753,13.838,3.425,United Kingdom
01/07/1753,14.392000000000001,2.369,United Kingdom
01/08/1753,13.309000000000001,7.129,United Kingdom
01/09/1753,12.073,1.584,United Kingdom
01/10/1753,9.376,1.855,United Kingdom
01/11/1753,5.015,3.057,United Kingdom
01/12/1753,2.86,4.378,United Kingdom
01/01/1754,3.517,2.011,United Kingdom
01/02/1754,2.468,3.5269999999999997,United Kingdom
01/03/1754,3.125,3.681,United Kingdom
01/04/1754,7.574,6.795,United Kingdom
01/05/1754,11.067,3.1289999999999996,United Kingdom
01/06/1754,12.87,1.6740000000000002,United Kingdom
01/07/1754,13.341,2.9610000000000003,United Kingdom
01/08/1754,13.911,4.812,United Kingdom
01/09/1754,11.395999999999999,3.245,United Kingdom
01/10/1754,9.771,2.208,United Kingdom
01/11/1754,6.542999999999999,2.342,United Kingdom
01/12/1754,4.4830000000000005,2.722,United Kingdom
01/01/1755,1.115,5.522,United Kingdom
01/02/1755,1.296,4.048,United Kingdom
01/03/1755,4.072,4.263999999999999,United Kingdom
01/04/1755,9.085,4.793,United Kingdom
01/05/1755,9.81,3.2739999999999996,United Kingdom
01/06/1755,14.674000000000001,3.3960000000000004,United Kingdom
01/07/1755,14.436,2.096,United Kingdom
01/08/1755,12.714,2.937,United Kingdom
01/09/1755,11.02,1.39,United Kingdom
01/10/1755,8.392000000000001,6.797000000000001,United Kingdom
01/11/1755,5.8,7.1339999999999995,United Kingdom
01/12/1755,4.244,7.436,United Kingdom
01/01/1756,5.933,5.303999999999999,United Kingdom
01/02/1756,6.561,3.906,United Kingdom
01/03/1756,5.461,6.691,United Kingdom
01/04/1756,6.388999999999999,2.7889999999999997,United Kingdom
01/05/1756,9.687999999999999,5.562,United Kingdom
01/06/1756,13.995,3.114,United Kingdom
01/07/1756,14.765,2.5140000000000002,United Kingdom
01/08/1756,13.17,8.881,United Kingdom
01/09/1756,12.612,3.3760000000000003,United Kingdom
01/10/1756,8.115,3.5639999999999996,United Kingdom
01/11/1756,4.059,4.6080000000000005,United Kingdom
01/12/1756,1.685,2.8310000000000004,United Kingdom
01/01/1757,1.054,2.986,United Kingdom
01/02/1757,4.31,4.15,United Kingdom
01/03/1757,4.995,3.662,United Kingdom
01/04/1757,7.707999999999999,6.032,United Kingdom
01/05/1757,10.176,3.611,United Kingdom
01/06/1757,14.264000000000001,3.958,United Kingdom
01/07/1757,17.283,6.3870000000000005,United Kingdom
01/08/1757,14.523,4.622,United Kingdom
01/09/1757,12.329,7.8,United Kingdom
01/10/1757,6.063,10.511,United Kingdom
01/11/1757,6.247999999999999,5.15,United Kingdom
01/12/1757,3.0660000000000003,9.371,United Kingdom
01/01/1758,0.757,2.255,United Kingdom
01/02/1758,3.622,3.4939999999999998,United Kingdom
01/03/1758,5.136,4.49,United Kingdom
01/04/1758,5.897,7.7829999999999995,United Kingdom
01/05/1758,10.933,5.5089999999999995,United Kingdom
01/06/1758,13.03,5.038,United Kingdom
01/07/1758,12.809000000000001,8.176,United Kingdom
01/08/1758,13.538,6.928,United Kingdom
01/09/1758,10.418,3.667,United Kingdom
01/10/1758,6.388,10.804,United Kingdom
01/11/1758,5.902,8.867,United Kingdom
01/12/1758,3.948,5.5920000000000005,United Kingdom
01/01/1759,6.024,6.145,United Kingdom
01/02/1759,6.375,7.539,United Kingdom
01/03/1759,6.08,3.273,United Kingdom
01/04/1759,6.901,5.776,United Kingdom
01/05/1759,9.454,3.437,United Kingdom
01/06/1759,13.285,5.912999999999999,United Kingdom
01/07/1759,15.13,4.537,United Kingdom
01/08/1759,14.599,7.044,United Kingdom
01/09/1759,12.107000000000001,6.068,United Kingdom
01/10/1759,9.312000000000001,4.7589999999999995,United Kingdom
01/11/1759,3.9589999999999996,6.256,United Kingdom
01/12/1759,0.9590000000000001,9.596,United Kingdom
01/01/1760,0.654,5.103,United Kingdom
01/02/1760,3.673,3.5660000000000003,United Kingdom
01/03/1760,3.878,8.901,United Kingdom
01/04/1760,7.327999999999999,6.928,United Kingdom
01/05/1760,9.635,4.533,United Kingdom
01/06/1760,12.828,2.6710000000000003,United Kingdom
01/07/1760,13.69,4.494,United Kingdom
01/08/1760,13.522,7.728,United Kingdom
01/09/1760,12.498,5.585,United Kingdom
01/10/1760,7.892,4.864,United Kingdom
01/11/1760,5.797999999999999,3.378,United Kingdom
01/12/1760,5.002,2.752,United Kingdom
01/01/1761,3.194,7.136,United Kingdom
01/02/1761,5.507000000000001,3.673,United Kingdom
01/03/1761,7.29,1.694,United Kingdom
01/04/1761,6.942,4.158,United Kingdom
01/05/1761,11.295,5.062,United Kingdom
01/06/1761,14.384,2.688,United Kingdom
01/07/1761,15.450999999999999,5.581,United Kingdom
01/08/1761,14.887,3.1,United Kingdom
01/09/1761,12.5,3.805,United Kingdom
01/10/1761,6.836,5.27,United Kingdom
01/11/1761,5.617999999999999,2.32,United Kingdom
01/12/1761,1.262,2.1319999999999997,United Kingdom
01/01/1762,5.954,2.677,United Kingdom
01/02/1762,4.162,7.899,United Kingdom
01/03/1762,3.127,5.013,United Kingdom
01/04/1762,9.016,4.031000000000001,United Kingdom
01/05/1762,10.363,6.44,United Kingdom
01/06/1762,12.853,6.622999999999999,United Kingdom
01/07/1762,14.534,2.984,United Kingdom
01/08/1762,12.504000000000001,2.89,United Kingdom
01/09/1762,11.269,8.537,United Kingdom
01/10/1762,5.7410000000000005,4.3580000000000005,United Kingdom
01/11/1762,4.963,2.7319999999999998,United Kingdom
01/12/1762,2.612,6.362,United Kingdom
01/01/1763,0.524,5.707000000000001,United Kingdom
01/02/1763,4.876,5.15,United Kingdom
01/03/1763,4.075,7.476,United Kingdom
01/04/1763,6.412999999999999,1.975,United Kingdom
01/05/1763,8.238999999999999,3.483,United Kingdom
01/06/1763,12.207,6.343,United Kingdom
01/07/1763,14.069,2.444,United Kingdom
01/08/1763,13.495999999999999,3.437,United Kingdom
01/09/1763,11.239,3.0060000000000002,United Kingdom
01/10/1763,7.235,6.5329999999999995,United Kingdom
01/11/1763,5.702000000000001,3.865,United Kingdom
01/12/1763,5.281000000000001,2.667,United Kingdom
01/01/1764,4.425,5.2379999999999995,United Kingdom
01/02/1764,5.102,4.853,United Kingdom
01/03/1764,4.5569999999999995,4.243,United Kingdom
01/04/1764,6.53,4.978,United Kingdom
01/05/1764,10.718,7.9079999999999995,United Kingdom
01/06/1764,11.852,3.429,United Kingdom
01/07/1764,14.258,5.777,United Kingdom
01/08/1764,13.242,1.901,United Kingdom
01/09/1764,10.508,5.419,United Kingdom
01/10/1764,8.003,3.022,United Kingdom
01/11/1764,4.916,3.011,United Kingdom
01/12/1764,3.4760000000000004,3.9930000000000003,United Kingdom
01/01/1765,5.11,10.834000000000001,United Kingdom
01/02/1765,1.621,4.621,United Kingdom
01/03/1765,5.723,3.2460000000000004,United Kingdom
01/04/1765,7.322,2.048,United Kingdom
01/05/1765,10.087,2.475,United Kingdom
01/06/1765,11.699000000000002,3.321,United Kingdom
01/07/1765,13.227,4.3260000000000005,United Kingdom
01/08/1765,13.437000000000001,2.97,United Kingdom
01/09/1765,11.338,1.895,United Kingdom
01/10/1765,8.596,0.941,United Kingdom
01/11/1765,4.313,4.651,United Kingdom
01/12/1765,2.522,2.332,United Kingdom
01/01/1766,1.642,7.279,United Kingdom
01/02/1766,2.988,4.031000000000001,United Kingdom
01/03/1766,4.55,3.469,United Kingdom
01/04/1766,7.822,4.005,United Kingdom
01/05/1766,8.43,3.6919999999999997,United Kingdom
01/06/1766,12.478,8.065,United Kingdom
01/07/1766,14.107000000000001,4.375,United Kingdom
01/08/1766,14.527000000000001,3.6710000000000003,United Kingdom
01/09/1766,11.953,4.0969999999999995,United Kingdom
01/10/1766,8.592,2.131,United Kingdom
01/11/1766,7.074,5.311,United Kingdom
01/12/1766,3.5660000000000003,4.04,United Kingdom
01/01/1767,0.331,7.61,United Kingdom
01/02/1767,5.984,8.207,United Kingdom
01/03/1767,5.237,8.682,United Kingdom
01/04/1767,6.167999999999999,6.485,United Kingdom
01/05/1767,8.906,2.515,United Kingdom
01/06/1767,11.257,4.07,United Kingdom
01/07/1767,12.765,4.427,United Kingdom
01/08/1767,14.513,2.365,United Kingdom
01/09/1767,12.557,4.471,United Kingdom
01/10/1767,8.434,3.04,United Kingdom
01/11/1767,7.417000000000001,8.853,United Kingdom
01/12/1767,3.667,6.256,United Kingdom
01/01/1768,1.3780000000000001,12.564,United Kingdom
01/02/1768,4.292,9.647,United Kingdom
01/03/1768,4.23,6.85,United Kingdom
01/04/1768,7.131,4.27,United Kingdom
01/05/1768,10.122,3.153,United Kingdom
01/06/1768,12.277000000000001,4.9030000000000005,United Kingdom
01/07/1768,13.738,5.141,United Kingdom
01/08/1768,14.038,1.7080000000000002,United Kingdom
01/09/1768,10.63,4.957,United Kingdom
01/10/1768,8.273,4.065,United Kingdom
01/11/1768,5.545,5.648,United Kingdom
01/12/1768,4.77,7.78,United Kingdom
01/01/1769,3.383,6.649,United Kingdom
01/02/1769,3.347,3.3560000000000003,United Kingdom
01/03/1769,5.045,5.38,United Kingdom
01/04/1769,7.362,6.7010000000000005,United Kingdom
01/05/1769,10.112,9.496,United Kingdom
01/06/1769,11.902999999999999,5.376,United Kingdom
01/07/1769,14.341,5.625,United Kingdom
01/08/1769,13.311,5.706,United Kingdom
01/09/1769,11.76,1.422,United Kingdom
01/10/1769,6.729,3.4160000000000004,United Kingdom
01/11/1769,5.433,1.506,United Kingdom
01/12/1769,4.763999999999999,4.684,United Kingdom
01/01/1770,4.245,7.916,United Kingdom
01/02/1770,5.274,4.281000000000001,United Kingdom
01/03/1770,2.438,5.166,United Kingdom
01/04/1770,5.517,11.624,United Kingdom
01/05/1770,9.084,2.178,United Kingdom
01/06/1770,11.592,4.709,United Kingdom
01/07/1770,13.43,8.507,United Kingdom
01/08/1770,14.049000000000001,4.783,United Kingdom
01/09/1770,12.667,3.7110000000000003,United Kingdom
01/10/1770,7.718,5.689,United Kingdom
01/11/1770,4.995,7.211,United Kingdom
01/12/1770,4.391,10.720999999999998,United Kingdom
01/01/1771,2.27,8.118,United Kingdom
01/02/1771,2.9960000000000004,5.106,United Kingdom
01/03/1771,2.8,8.441,United Kingdom
01/04/1771,4.672,7.513999999999999,United Kingdom
